target_name,gene,description,KOG,remarks,Mountain,fL3s446,eL3s82,FC,fL3s364,eL3s125,FC.1,fL4s660,eL4s408,FC.2,fL4s1165,eL4s377,FC.3,fADs1711,eADs213,FC.4,fADs547,eADs598,FC.5,fL3m1612,eL3m951,FC.6,fL3m4134,eL3m1037,FC.7,fL4m1857,eL4m1318,FC.8,fL4m3713,eL4m3494,FC.9,fADm2498,eADm2449,FC.10,fADm2040,eADm2527,FC.11,fADm981,eADm599,FC.12,fADm631,eADm765,FC.13,Input,Suggested Match,History
C27A2.1,C27A2.1,,"Structural maintenance of chromosome protein SMC5/Spr18, SMC superfamily ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,28,0,6.45,26,1,5.13,44,5,4.73,56,3,4.79,103,7,16.15,31,0,34.83,34,14,1.39,162,62,0.66,166,131,0.9,680,427,1.5,779,822,0.93,657,806,1.01,311,233,0.82,198,302,0.79,C27A2.1,WBGene00016151,Sequence name for WBGene00016151(smc-5). History: N.A.
C27B7.5,C27B7.5,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,42,0,9.57,47,6,2.6,96,0,61.21,237,0,80.03,85,1,53.4,42,0,46.8,5,10,0.32,28,24,0.3,44,51,0.62,135,198,0.64,251,282,0.87,197,317,0.77,97,56,1.06,64,90,0.86,C27B7.5,WBGene00007762,Public name for WBGene00007762. History: N.A.
C27D11.1,egl-45,"egl-45 encodes a homolog of eukaryotic translation initiation factor 3, subunit 10, that affects development of the HSNs that affect egg laying. ","Translation initiation factor 3, subunit a (eIF-3a) ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,38,4,1.74,46,11,1.49,98,12,4.81,238,4,16.07,154,3,48.13,55,1,30.47,1584,1340,0.7,1928,641,0.77,1216,663,1.31,1410,2085,0.64,2086,1304,1.57,1685,1331,1.56,719,312,1.42,363,446,0.98,C27D11.1,WBGene00001209,Sequence name for WBGene00001209(egl-45). History: N.A.
C27D8.3b,C27D8.3,The C27D8.3 gene encodes a protein that may be involved in apoptosis. ,Unnamed protein ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 1,57,4,2.58,30,12,0.91,152,15,6.03,227,21,3.48,464,105,5.45,185,61,3.27,13,19,0.42,70,28,0.62,21,48,0.32,98,47,1.94,17,36,0.48,12,39,0.4,7,5,0.82,5,8,0.8,C27D8.3b,WBGene00007779,Molecule name for WBGene00007779(C27D8.3). History: N.A.
C27H6.2,ruvb-1,"ruvb-1 encodes a AAA+ ATPase orthologous to the RUVBL1 family of ATPases; ruvb-1 functions as a component of the TOR signaling pathway that promotes localization of the box C/D snoRNP complex to nucleoli, thus enabling robust protein synthesis; ruvb-1 mutations strongly suppress pha-4 mutations, suggesting that pha-4 and the CeTOR pathway antagonize one another to regulate larval development and adult lifespan; ruvb-1::gfp promoter fusions are expressed in most cells of the early embryo, but restricted to pharyngeal cells beginning at ~2-fold stage of embryogenesis. ",,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,46,9,1.05,48,4,3.72,81,4,10.35,141,5,7.96,165,5,34.36,75,6,11.82,104,59,1.04,239,88,0.69,161,99,1.16,421,501,0.79,344,377,0.89,281,392,0.89,209,54,2.36,109,176,0.75,C27H6.2,WBGene00007784,Sequence name for WBGene00007784(ruvb-1). History: N.A.
C28A5.1,C28A5.1,,Unnamed protein ,sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,Mountain 11,288,11,5.36,296,29,3.76,569,24,14.39,1298,8,48.53,834,7,129.63,269,10,26.71,0,0,0.6,6,26,0.07,32,56,0.41,60,273,0.21,248,1025,0.24,206,1059,0.24,62,143,0.27,44,155,0.35,C28A5.1,WBGene00007788,Public name for WBGene00007788. History: N.A.
C28A5.2,C28A5.2,,Unnamed protein ,sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,Mountain 7,364,8,9.03,351,25,5.14,614,30,12.52,1366,10,41.79,959,10,108.39,306,10,30.38,7,14,0.32,7,26,0.08,17,78,0.16,63,319,0.19,223,1014,0.22,179,1102,0.2,57,139,0.26,28,184,0.19,C28A5.2,WBGene00007789,Public name for WBGene00007789. History: N.A.
C28C12.2,C28C12.2,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,74,3,4.17,74,17,1.58,57,7,4.58,88,5,4.99,261,5,54.23,92,0,101.22,0,0,0.6,0,0,0.25,15,9,1.14,27,31,0.82,577,711,0.8,507,743,0.84,135,131,0.64,159,150,1.28,C28C12.2,WBGene00016178,Sequence name for WBGene00016178(mesp-1). History: N.A.
C28H8.12,dnc-2,"dnc-2 encodes a member of the dynamitin family that affects spindle alignment in polarized cells in early embryos, nuclear movement, spindle morphology, chromosome segregation, and pronuclear migration. ",Putative dynamitin ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain ,8,2,0.67,5,1,1.14,26,1,8.52,73,0,24.88,47,0,59.61,24,0,27.21,29,33,0.53,163,37,1.1,47,45,0.74,174,143,1.14,191,99,1.88,134,126,1.31,81,44,1.13,50,31,1.92,C28H8.12,WBGene00001018,Sequence name for WBGene00001018(dnc-2). History: N.A.
C28H8.3,C28H8.3,,"Predicted helicase, DEAD-box superfamily ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,36,3,2.06,29,2,3.8,55,8,3.93,79,4,5.38,85,2,35.6,39,4,8.71,296,246,0.72,1122,435,0.66,536,582,0.66,2133,1346,1.49,926,995,0.91,776,1051,0.91,452,217,1.29,211,249,1.02,C28H8.3,WBGene00016194,Public name for WBGene00016194. History: N.A.
C28H8.4,C28H8.4,,ER lumen protein retaining receptor ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 20,45,20,0.49,14,8,0.63,85,5,9.05,247,9,8.34,152,8,21.11,64,1,35.37,12,28,0.27,114,24,1.17,38,45,0.6,166,56,2.76,80,220,0.36,72,197,0.46,31,27,0.71,27,29,1.13,C28H8.4,WBGene00016195,Sequence name for WBGene00016195(erd-2.2). History: N.A.
C29A12.3a,lig-1,"lig-1 is orthologous to the human gene LIM HOMEOBOX PROTEIN 3 ISOFORM B (LIG1; <a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=600577"">OMIM:600577</a>), which when mutated leads to disease. ",ATP-dependent DNA ligase I ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,21,3,1.22,24,2,3.16,58,10,3.38,96,4,6.52,142,0,177.6,59,2,21.77,30,43,0.42,192,21,2.24,149,60,1.75,364,206,1.66,819,502,1.6,716,570,1.55,473,151,1.93,162,159,1.23,C29A12.3a,WBGene00002985,Molecule name for WBGene00002985(lig-1). History: N.A.
C29E4.2,kle-2,,Uncharacterized conserved protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,44,5,1.67,40,13,1.11,95,19,3.03,237,3,20.01,230,5,47.82,86,0,94.69,126,48,1.54,292,57,1.29,207,87,1.69,298,295,0.95,515,676,0.75,384,808,0.59,187,147,0.79,93,185,0.61,C29E4.2,WBGene00016202,Sequence name for WBGene00016202(kle-2). History: Renamed on 2006-03-22; Renamed on 2007-07-06
C29E4.4,npp-15,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,71,0,16.03,83,9,3.19,138,14,5.85,206,11,5.8,342,3,106.5,127,2,46.44,54,0,32.75,139,69,0.51,143,114,0.89,355,365,0.92,663,1144,0.57,463,1178,0.49,200,200,0.62,147,294,0.61,C29E4.4,WBGene00003801,Sequence name for WBGene00003801(npp-15). History: N.A.
C29F9.1,C29F9.1,,Uncharacterized protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,153,2,11.43,130,13,3.55,160,25,3.91,167,14,3.77,1341,376,4.42,275,45,6.53,0,0,0.6,12,4,0.66,3,4,0.57,14,8,1.57,2,3,0.74,1,7,0.31,1,1,0.62,3,0,4.83,C29F9.1,WBGene00016216,Sequence name for WBGene00016216(pals-22). History: N.A.
C29H12.5,C29H12.5,,,sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,Mountain 7,43,0,9.79,51,4,3.95,56,5,6.0,75,7,3.19,146,7,22.82,30,0,33.74,0,0,0.6,4,3,0.32,8,18,0.34,63,66,0.9,65,278,0.23,41,283,0.18,41,41,0.62,35,53,0.8,C29H12.5,WBGene00016236,Sequence name for WBGene00016236(heri-1). History: Renamed on 2018-06-11
C30C11.1,C30C11.1,,Mitochondrial ribosomal protein L32 ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,11,0,2.67,17,2,2.28,50,2,10.73,70,0,23.87,75,10,8.58,17,1,9.8,34,2,6.95,157,23,1.68,23,20,0.82,124,113,1.03,77,89,0.85,61,92,0.82,17,6,1.59,21,7,3.32,C30C11.1,WBGene00016249,Sequence name for WBGene00016249(mrpl-32). History: N.A.
C30C11.2,rpn-3,,"26S proteasome regulatory complex, subunit RPN3/PSMD3 ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 20,26,6,0.86,26,3,2.56,76,8,5.4,116,7,4.92,129,6,23.06,47,3,13.06,112,37,1.77,396,92,1.09,90,101,0.64,466,250,1.75,351,592,0.58,300,603,0.62,181,82,1.36,136,106,1.54,C30C11.2,WBGene00004460,Sequence name for WBGene00004460(rpn-3). History: N.A.
C30C11.4,C30C11.4,"C30C11.4 encodes a member of the Hsp70 family of heat shock proteins; loss of C30C11.4 activity via large-scale RNAi screens results in a variety of defects including embryonic and larval lethality, slow growth rates, and locomotory and morphological defects; in addition loss of C30C11.4 has been reported to result in a small but reproducible reduction in adult lifespan in otherwise long-lived animals. ","Molecular chaperones HSP105/HSP110/SSE1, HSP70 superfamily ",sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,Mountain 5,54,0,12.24,30,3,2.94,91,3,14.51,124,4,8.41,132,1,82.59,39,3,10.88,377,262,0.86,1195,363,0.84,341,399,0.61,778,1024,0.72,913,1318,0.68,711,1313,0.67,330,290,0.7,271,345,0.95,C30C11.4,WBGene00016250,Sequence name for WBGene00016250(hsp-110). History: N.A.
C30G12.6a,C30G12.6,,Unnamed protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,37,5,1.41,53,14,1.37,82,5,8.73,112,3,9.5,223,4,55.64,82,0,90.33,3,26,0.09,24,10,0.58,97,30,2.25,258,169,1.43,215,310,0.68,173,378,0.57,97,57,1.05,64,102,0.76,C30G12.6a,WBGene00016277,Molecule name for WBGene00016277(C30G12.6). History: N.A.
C30G12.7,puf-8,,Translational repressor Pumilio/PUF3 and related RNA-binding proteins (Puf superfamily) ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,35,2,2.67,29,8,1.27,67,5,7.15,154,6,7.45,150,17,10.42,61,2,22.49,0,0,0.6,35,9,0.92,27,26,0.74,155,52,2.77,188,359,0.51,175,355,0.61,93,38,1.49,70,60,1.4,C30G12.7,WBGene00004244,Sequence name for WBGene00004244(puf-8). History: Renamed on 2012-08-14
C31H1.8,C31H1.8,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 7,8,5,0.33,23,0,9.11,38,3,6.15,40,1,6.89,106,2,44.3,34,0,38.09,0,0,0.6,9,6,0.36,11,13,0.61,69,48,1.34,349,378,0.91,280,416,0.83,147,62,1.45,95,137,0.84,C31H1.8,WBGene00016291,Sequence name for WBGene00016291(oops-1). History: N.A.
C32D5.10,C32D5.10,,Predicted E3 ubiquitin ligase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,48,0,10.91,41,3,3.99,73,4,9.34,95,1,16.14,181,1,113.02,29,0,32.65,79,45,1.04,196,46,1.07,63,58,0.77,198,260,0.72,355,480,0.73,272,496,0.68,112,106,0.65,77,191,0.49,C32D5.10,WBGene00016317,Public name for WBGene00016317. History: N.A.
C32D5.5,set-4,"set-4 encodes a putative histone H4 lysine-20 methyltransferase; SET-4 is orthologous to Drosophila SUV4-20, and to human SUV420H1 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=610881"">OMIM:610881</a>) and SUV420H2; neither set-4(n4600) nor set-4(RNAi) have any obvious phenotypes. ",Histone tail methylase ,sRNA_inconsistent_AND_mRNA_UP in ego-1,Mountain 11,16,3,0.95,28,6,1.57,32,4,4.17,45,1,7.73,125,5,26.08,34,4,7.62,0,0,0.6,21,5,0.93,14,11,0.89,34,37,0.87,53,88,0.59,42,69,0.76,13,16,0.51,16,26,0.76,C32D5.5,WBGene00016313,Sequence name for WBGene00016313(set-4). History: Renamed on 2007-05-03
C32E8.11,C32E8.11,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,68,14,1.02,64,16,1.45,102,18,3.42,390,16,7.73,282,17,19.53,65,0,71.83,180,207,0.52,580,138,1.07,321,212,1.08,806,690,1.1,689,773,0.87,549,838,0.81,182,148,0.76,123,189,0.79,C32E8.11,WBGene00016326,Sequence name for WBGene00016326(ubr-1). History: N.A.
C32F10.2,lin-35,"lin-35 encodes the C. elegans retinoblastoma protein (Rb) ortholog; lin-35 was first identified in screens for synthetic multivulva (synMuv) genes and as a class B synMuv gene, functions redundantly with class A genes to antagonize Ras signaling and negatively regulate vulval development; in addition, loss of lin-35 activity results in enhanced RNA interference; lin-35 activity is also required redundantly with: 1) pha-1 and ubc-18 for early steps in pharyngeal morphogenesis, 2) fzr-1 for normal patterns of postembryonic proliferation, 3) xnp-1 for somatic gonad development, and 4) psa-1 for fertility and embryonic and larval development; on its own, lin-35 is also required for wild-type levels of fertility; LIN-35 is expressed broadly in embryos and L1 larvae, but in later larvae and adults is detected in vulval precursor cells and their descendants as well as a subset of head and tail cells. ",Rb (Retinoblastoma tumor suppressor)-related protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,52,4,2.36,53,4,4.1,73,13,3.34,108,8,4.07,514,51,12.3,67,9,7.4,48,0,29.18,190,44,1.08,55,45,0.87,308,142,2.03,258,446,0.57,220,434,0.63,173,66,1.61,82,102,0.97,C32F10.2,WBGene00003020,Sequence name for WBGene00003020(lin-35). History: N.A.
C32F10.5,hmg-3,,"Nucleosome-binding factor SPN, POB3 subunit ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 7,48,14,0.73,39,28,0.52,115,11,6.1,487,5,27.35,265,1,165.18,61,14,4.5,24,4,2.98,77,29,0.66,148,114,0.92,414,467,0.83,770,918,0.82,618,967,0.79,447,177,1.56,216,273,0.96,C32F10.5,WBGene00001973,Sequence name for WBGene00001973(hmg-3). History: N.A.
C33C12.10,C33C12.10,,,sRNA_inconsistent_AND_mRNA_inconsistent,,14,0,3.34,18,14,0.48,23,1,7.57,107,5,6.05,104,4,26.08,40,5,7.44,4,0,2.98,12,6,0.47,8,8,0.71,36,5,5.81,9,44,0.22,11,34,0.42,3,4,0.49,4,7,0.75,C33C12.10,WBGene00021985,"Public name for Dead gene WBGene00016342. History of WBGene00016342: Merged into ""WBGene00021985"" on 2020-10-07. Remark: [2020-10-07T16:15:41Z WBPerson1983] Gene Merged into WBGene00021985: Merged the annotation based on RNASeq splice data and lack of any information suggesting that they should be 2 genes."
C33E10.2,fbxa-120,"This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; this gene's encoded protein also contains an FTH/DUF38 motif, which may also mediate protein-protein interaction. ",Uncharacterized protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,87,5,3.26,136,16,3.06,443,53,5.19,566,43,4.33,905,161,6.95,160,12,13.48,0,0,0.6,0,2,0.08,0,0,0.71,3,0,3.77,3,7,0.49,6,5,1.44,1,0,1.24,4,0,6.03,C33E10.2,WBGene00016346,Sequence name for WBGene00016346(fbxa-120). History: N.A.
C33H5.4b,klp-10,"klp-10 encodes a predicted kinesin motor protein that while similar to the Xenopus and human klp2 kinesins, lacks the switch I motif critical for interaction with ATP; although RNAi experiments purportedly targeting klp-10 result in meiotic defects and embryonic lethality, loss of klp-10 activity via a deletion allele results in no obvious abnormalities, suggesting that the reported RNAi phenotypes are due to targeting of the highly similar klp-18 gene; klp-10 expression levels appear to be below the level of detection of RT-PCR, Northern, and Western analyses. ",Kinesin-like protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,40,3,2.28,31,7,1.52,105,3,16.72,236,4,15.94,188,2,78.24,76,2,27.93,10,22,0.28,20,3,1.34,14,15,0.67,21,75,0.27,115,84,1.34,94,104,1.12,20,25,0.5,10,34,0.38,,,
C34B2.6,C34B2.6,,Mitochondrial ATP-dependent protease PIM1/LON ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 20,44,0,10.02,33,5,2.15,56,7,4.5,175,2,19.73,105,5,21.94,23,0,26.12,75,59,0.75,342,101,0.86,122,85,1.02,517,224,2.17,231,278,0.82,195,306,0.79,97,36,1.64,84,36,2.77,C34B2.6,WBGene00016391,Sequence name for WBGene00016391(lonp-1). History: N.A.
C34B2.9,C34B2.9,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 0,36,0,8.24,9,5,0.63,61,9,3.91,371,21,5.69,239,28,10.28,101,12,8.54,1,6,0.17,2,1,0.38,0,3,0.18,8,8,0.94,1,5,0.33,3,2,1.65,2,0,1.86,2,2,1.21,C34B2.9,WBGene00016394,Public name for WBGene00016394. History: N.A.
C34C12.3,pph-6,,"Serine/threonine specific protein phosphatase involved in cell cycle control, PP2A-related ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,20,0,4.67,25,4,1.97,54,4,6.94,116,4,7.87,144,5,30.01,26,0,29.39,11,0,7.15,71,21,0.83,21,19,0.78,124,91,1.28,126,216,0.57,104,196,0.66,54,25,1.31,44,40,1.32,C34C12.3,WBGene00007922,Sequence name for WBGene00007922(pph-6). History: N.A.
C34E10.11,C34E10.11,,Uncharacterized conserved protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,22,1,2.56,30,4,2.35,58,7,4.65,242,4,16.34,111,3,34.77,21,0,23.94,69,63,0.65,253,43,1.47,86,58,1.05,186,217,0.81,129,139,0.91,108,183,0.73,68,41,1.02,54,35,1.84,C34E10.11,WBGene00016412,Sequence name for WBGene00016412(mrps-26). History: N.A.
C34E10.3,gop-1,,Uncharacterized conserved protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,84,0,18.92,74,9,2.85,55,10,3.21,97,8,3.66,328,15,25.54,63,10,6.33,7,40,0.12,114,22,1.27,31,30,0.74,117,111,0.99,83,211,0.39,65,225,0.36,18,31,0.37,16,58,0.35,C34E10.3,WBGene00001660,Sequence name for WBGene00001660(gop-1). History: N.A.
C34E10.6,atp-2,"atp-2 encodes the beta subunit of the soluble, catalytic F1 portion of ATP synthase (mitochondrial respiratory chain [MRC] complex V); atp-2 activity is required for embryonic and larval development past the L3 stage, as well as for normal mobility, pharyngeal pumping, defecation, growth rate, and larval lifespan; in males, atp-2 activity is also required cell autonomously in male-specific sensory neurons for response to hermaphrodite contact, the first step in a series of stereotypical male mating behaviors; in vitro, the N-terminus of ATP-2 interacts directly with the conserved PLAT domains of human polycystin (PC)-1 and C. elegans LOV-1, which is expressed exclusively in adult male sensory neurons and is also required for the response to hermaphrodite contact; atp-2 is widely expressed throughout development in both sexes; ATP-2 localizes to mitochondria and to cilia of male-specific neurons; in the male-specific CEM neurons ATP-2 colocalizes with PKD-2, the C. elegans homolog of human polycystin (PC)-2. ","F0F1-type ATP synthase, beta subunit ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 27,18,0,4.23,34,2,4.43,65,2,13.88,85,3,7.23,105,4,26.33,25,0,28.3,5633,1908,1.76,13437,3436,1.0,6460,3789,1.22,9715,9679,0.94,4765,3282,1.42,3619,3318,1.35,1640,654,1.55,1069,1119,1.15,C34E10.6,WBGene00000229,Sequence name for WBGene00000229(atp-2). History: N.A.
C34E10.8,C34E10.8,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,31,0,7.12,25,2,3.29,49,5,5.26,106,7,4.5,76,5,15.94,25,0,28.3,24,25,0.57,39,31,0.32,29,39,0.53,159,71,2.09,206,341,0.59,168,360,0.58,67,53,0.78,57,53,1.3,C34E10.8,WBGene00016409,Sequence name for WBGene00016409(sumv-1). History: N.A.
C34F6.7,C34F6.7,,Uncharacterized conserved protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 1,472,40,2.57,292,55,1.99,310,58,3.33,433,27,5.21,2001,332,7.47,432,87,5.36,4,0,2.98,26,14,0.46,15,16,0.67,74,29,2.35,10,25,0.41,4,17,0.34,6,1,2.16,2,1,1.81,C34F6.7,WBGene00007941,Public name for WBGene00007941. History: N.A.
C34F6.9,C34F6.9,,Ubiquitin-specific protease ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 24,17,0,4.01,30,2,3.92,36,5,3.89,64,5,3.64,243,2,101.01,23,0,26.12,12,1,3.87,77,22,0.86,43,10,2.85,53,16,2.99,12,12,0.98,8,13,0.79,6,1,2.16,2,1,1.81,C34F6.9,WBGene00007943,Public name for WBGene00007943. History: N.A.
C35A5.8,C35A5.8,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,40,1,4.56,38,1,7.41,48,6,4.42,91,2,10.31,95,8,13.25,58,3,16.05,43,72,0.36,347,119,0.74,178,129,0.98,529,223,2.23,367,374,0.96,288,406,0.88,142,96,0.91,147,92,1.92,C35A5.8,WBGene00007952,Public name for WBGene00007952. History: N.A.
C35D10.7a,C35D10.7,,Unnamed protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,99,2,7.42,70,7,3.37,128,10,7.4,190,2,21.41,168,5,34.98,47,0,52.24,5,0,3.57,40,21,0.47,19,35,0.4,105,147,0.67,102,377,0.27,82,391,0.26,77,69,0.69,32,109,0.36,C35D10.7a,WBGene00016444,Molecule name for WBGene00016444(C35D10.7). History: N.A.
C35D10.9b,ced-4,"ced-4 encodes a novel protein; along with CED-3, CED-4 is required for the initiation of programmed cell death; accordingly, genetic analyses indicate that ced-3 and ced-4 function upstream of ced-1, ced-2, and nuc-1 in the programmed cell death pathway; in yeast two-hybrid experiments, and upon coexpression in mammalian cells, CED-4 interacts with CED-9, an anti-apoptotic BCL-2 homolog; coexpression of CED-4 and CED-9 results in redistribution of CED-4 from the cytosol to organellar membranes, suggesting that CED-9 may negatively regulate CED-4 activity by sequestering CED-4 to intracellular membranes. ",Apoptotic ATPase ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 2,17,3,1.0,14,5,0.95,36,4,4.67,65,1,11.1,70,3,22.04,22,5,4.17,2,0,1.79,42,6,1.57,5,8,0.48,52,53,0.92,61,148,0.41,51,160,0.4,24,61,0.25,23,29,0.97,C35D10.9b,WBGene00000418,Molecule name for WBGene00000418(ced-4). History: N.A.
C35E7.8,C35E7.8,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 7,19,6,0.64,14,1,2.85,35,3,5.68,84,2,9.53,48,0,60.86,28,6,4.51,5,0,3.57,1,0,0.51,6,6,0.71,42,7,5.06,34,87,0.39,31,79,0.49,14,6,1.33,19,9,2.41,C35E7.8,WBGene00016460,Public name for WBGene00016460. History: N.A.
C36A4.8,brc-1,"brc-1 encodes an ortholog of human BRCA1 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=113705"">OMIM:113705</a>, mutated in early onset breast and ovarian cancer) required for double-strand break repair via inter-sister recombination during meiosis; BRC-1 forms a heterodimer with BRD-1, which constitutes an E3 ubiquitin ligase; after irradiation, the DNA checkpoint proteins ATL-1 and MRE-11 are required for BRC-1/BRD-1 heterodimers to associate with RAD-51 and LET-70/Ubc5, and to ubiquitylate damaged chromatin; brc-1(RNAi) animals have excess chromosomal nondisjunction, abnormally high levels of CEP-1-dependent germ cell apoptosis (both with and without gamma-irradiation) and hypersensitivity to gamma-irradiation (e.g., abnormal sterility after irradiation); BRC-1 and BRD-1 bind one another, probably through their N-terminal RING domains, in yeast two-hybrid experiments and pull-down assays; BRC-1/BRD-1 heterodimers may interact with RAD-51 and other proteins via mutual binding to UBC-9; brc-1 is genetically dispensable for the induction of nuclear ATL-1 foci by gamma-irradiation or hydroxyurea. ",,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,24,0,5.56,23,4,1.82,33,2,7.15,131,4,8.88,82,8,11.45,33,0,37.0,4,0,2.98,9,3,0.64,0,6,0.1,30,22,1.27,32,210,0.15,20,207,0.12,14,45,0.2,12,28,0.54,C36A4.8,WBGene00000264,Sequence name for WBGene00000264(brc-1). History: N.A.
