gene_id,class,description,hrde-1 input,wago-1 input,HRDE-1 IP,WAGO-1 IP,HRDE-1 IP/input,WAGO-1 IP/input,IP Enrichment,Input,Suggested Match,History
Y53G8AL.1,wago,,15.75,19.17,20.64,25.28,1.31,1.32,HRDE-1/WAGO-1,Y53G8AL.1,WBGene00021799,Public name for WBGene00021799. History: N.A.
R07H5.6,wago,,283.03,339.56,369.91,446.14,1.31,1.31,HRDE-1/WAGO-1,R07H5.6,,Sequence name for Suppressed gene WBGene00011126. Molecular name for Suppressed gene WBGene00011126. Public name for Suppressed gene WBGene00011126. History of WBGene00011126: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
W02G9.2,wago,kel-8,19.29,20.44,25.2,24.97,1.31,1.22,HRDE-1,W02G9.2,WBGene00020952,Sequence name for WBGene00020952(kel-8). History: N.A.
F43G6.7,csr,,55.97,67.46,73.26,81.7,1.31,1.21,HRDE-1,F43G6.7,WBGene00009659,Public name for WBGene00009659. History: N.A.
F43G6.7,wago,,55.97,67.46,73.26,81.7,1.31,1.21,HRDE-1,F43G6.7,WBGene00009659,Public name for WBGene00009659. History: N.A.
ZK250.5,wago,math-47,161.31,179.38,211.64,212.12,1.31,1.18,HRDE-1,ZK250.5,WBGene00022688,"Sequence name for WBGene00022688(math-47). History: Split into ZK250.13(WBGene00235352). History of WBGene00022688: Split into ""WBGene00235352"" on 2013-09-27"
R03G8.2,wago,,10.23,11.47,13.45,13.1,1.31,1.14,HRDE-1,R03G8.2,,Sequence name for Suppressed gene WBGene00010997. Molecular name for Suppressed gene WBGene00010997. Public name for Suppressed gene WBGene00010997. History of WBGene00010997: Killed on 2005-11-30; Suppressed on 2012-11-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y74C9A.1,wago,,126.32,147.07,165.89,164.21,1.31,1.12,HRDE-1,Y74C9A.1,WBGene00022275,Sequence name for WBGene00022275(txt-7). History: N.A.
F13A2.4,wago,,8.27,12.45,10.79,12.42,1.31,1.0,HRDE-1,F13A2.4,WBGene00017413,Public name for WBGene00017413. History: N.A.
Y54E10BR.7,wago,mod-5,23.27,26.19,30.54,24.68,1.31,0.94,HRDE-1,Y54E10BR.7,WBGene00003387,Sequence name for WBGene00003387(mod-5). History: N.A.
R06C1.1,wago,hda-3,86.18,106.22,112.51,92.36,1.31,0.87,HRDE-1,R06C1.1,WBGene00001836,Sequence name for WBGene00001836(hda-3). History: N.A.
Y16E11A.2,wago,,17.19,18.64,22.53,14.91,1.31,0.8,HRDE-1,Y16E11A.2,,Sequence name for Suppressed gene WBGene00021194. Molecular name for Suppressed gene WBGene00021194. Public name for Suppressed gene WBGene00021194. History of WBGene00021194: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZK250.9,wago,,17.21,18.64,22.53,14.91,1.31,0.8,HRDE-1,ZK250.9,,Sequence name for Suppressed gene WBGene00022692. Molecular name for Suppressed gene WBGene00022692. Public name for Suppressed gene WBGene00022692. History of WBGene00022692: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y71F9B.8,wago,lron-11,80.75,83.69,105.56,62.17,1.31,0.74,HRDE-1,Y71F9B.8,WBGene00022129,Sequence name for WBGene00022129(lron-11). History: N.A.
C04F12.11,wago,,120.99,130.35,158.62,88.35,1.31,0.68,HRDE-1,C04F12.11,,Sequence name for Suppressed gene WBGene00023434. Molecular name for Suppressed gene WBGene00023434. Public name for Suppressed gene WBGene00023434. History of WBGene00023434: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
R06A10.1,wago,,18.96,19.66,24.92,12.59,1.31,0.64,HRDE-1,R06A10.1,WBGene00019909,Public name for WBGene00019909. History: N.A.
F13G3.7,csr,,55.49,71.0,72.6,37.7,1.31,0.53,HRDE-1,F13G3.7,WBGene00008767,"Public name for WBGene00008767. History: Split into F13G3.15(WBGene00303055). History of WBGene00008767: Split into ""WBGene00303055"" on 2018-03-02"
Y47D7A.16,wago,,43.59,46.94,57.25,13.02,1.31,0.28,HRDE-1,Y47D7A.16,WBGene00044637,Sequence name for WBGene00044637(rft-1). History: N.A.
C31C9.5,wago,,26.52,29.26,34.85,4.01,1.31,0.14,HRDE-1,C31C9.5,,Sequence name for Suppressed gene WBGene00007839. Molecular name for Suppressed gene WBGene00007839. Public name for Suppressed gene WBGene00007839. History of WBGene00007839: Killed on 2005-11-21; Suppressed on 2012-11-21. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F53E10.4,wago,irg-3,102.0,124.86,132.33,420.68,1.3,3.37,HRDE-1/WAGO-1,F53E10.4,WBGene00018760,Sequence name for WBGene00018760(irg-3). History: N.A.
C33H5.18,wago,,19.69,25.29,25.55,63.75,1.3,2.52,HRDE-1/WAGO-1,C33H5.18,WBGene00016384,Sequence name for WBGene00016384(cdgs-1). History: N.A.
F54F11.3,wago,sre-45,53.43,62.29,69.5,137.98,1.3,2.22,HRDE-1/WAGO-1,F54F11.3,WBGene00010071,Sequence name for WBGene00010071(sre-45). History: N.A.
T10D4.3,wago,,9.45,12.13,12.26,21.51,1.3,1.77,HRDE-1/WAGO-1,T10D4.3,WBGene00020407,Sequence name for WBGene00020407(chil-24). History: N.A.
Y38H6C.5,wago,dct-10,842.16,1046.95,1094.76,1826.56,1.3,1.74,HRDE-1/WAGO-1,Y38H6C.5,WBGene00012618,Sequence name for WBGene00012618(dct-10). History: N.A.
H24K24.3,wago,,50.0,66.76,65.13,109.39,1.3,1.64,HRDE-1/WAGO-1,H24K24.3,WBGene00019240,Sequence name for WBGene00019240(adh-5). History: N.A.
Y73B3A.3,wago,,28.76,36.27,37.53,58.54,1.3,1.61,HRDE-1/WAGO-1,Y73B3A.3,WBGene00022205,Public name for WBGene00022205. History: N.A.
WBTransposon00000028,wago,,65.0,78.49,84.81,114.92,1.3,1.46,HRDE-1/WAGO-1,,,
C44H4.7,wago,eor-2,14.01,14.23,18.22,18.24,1.3,1.28,HRDE-1,C44H4.7,WBGene00001325,Sequence name for WBGene00001325(eor-2). History: N.A.
R10E4.8,wago,,22.74,25.02,29.49,28.82,1.3,1.15,HRDE-1,R10E4.8,,Sequence name for Suppressed gene WBGene00011204. Molecular name for Suppressed gene WBGene00011204. Public name for Suppressed gene WBGene00011204. History of WBGene00011204: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZK470.2,wago,,18.65,23.13,24.28,26.15,1.3,1.13,HRDE-1,ZK470.2,WBGene00022745,Public name for WBGene00022745. History: N.A.
F56B3.9,wago,,24.67,29.55,32.19,24.72,1.3,0.84,HRDE-1,F56B3.9,WBGene00018933,Public name for WBGene00018933. History: N.A.
F33H12.6,wago,,14.83,16.04,19.27,12.44,1.3,0.78,HRDE-1,F33H12.6,,Sequence name for Suppressed gene WBGene00018020. Molecular name for Suppressed gene WBGene00018020. Public name for Suppressed gene WBGene00018020. History of WBGene00018020: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y48A6C.3,csr,sup-35,114.56,141.52,149.09,89.58,1.3,0.63,HRDE-1,Y48A6C.3,WBGene00012976,Sequence name for WBGene00012976(sup-35). History: N.A.
W02C12.3,wago,hlh-30,149.49,178.95,194.82,92.66,1.3,0.52,HRDE-1,W02C12.3,WBGene00020930,Sequence name for WBGene00020930(hlh-30). History: N.A.
F13E9.1,csr,,35.51,40.87,46.17,19.27,1.3,0.47,HRDE-1,F13E9.1,WBGene00008750,Sequence name for WBGene00008750(nish-1). History: N.A.
C44B12.6,wago,,32.79,34.58,42.73,14.83,1.3,0.43,HRDE-1,C44B12.6,WBGene00016639,Public name for WBGene00016639. History: N.A.
Y51H7C.12,wago,,61.32,66.53,79.82,16.4,1.3,0.25,HRDE-1,Y51H7C.12,WBGene00021790,Public name for WBGene00021790. History: N.A.
K06A9.1,wago,,42.7,55.26,55.21,178.23,1.29,3.23,WAGO-1,K06A9.1,WBGene00019435,Public name for WBGene00019435. History: N.A.
F48F5.6,wago,,9.98,13.01,12.85,39.52,1.29,3.04,WAGO-1,F48F5.6,WBGene00009848,Public name for WBGene00009848. History: N.A.
F39C12.1,wago,,205.58,263.71,264.46,717.55,1.29,2.72,WAGO-1,F39C12.1,WBGene00018193,Public name for WBGene00018193. History: N.A.
F37D6.3,wago,,2287.34,2682.7,2959.4,5289.05,1.29,1.97,WAGO-1,F37D6.3,WBGene00009509,Public name for WBGene00009509. History: N.A.
F40D4.13,wago,,367.75,423.9,476.0,773.67,1.29,1.83,WAGO-1,F40D4.13,WBGene00009572,Public name for WBGene00009572. History: N.A.
K03H6.2,wago,,170.05,199.32,220.11,359.38,1.29,1.8,WAGO-1,K03H6.2,WBGene00019368,Sequence name for WBGene00019368(txt-4). History: N.A.
ZK512.4,wago,,9.69,10.74,12.5,19.33,1.29,1.8,WAGO-1,ZK512.4,WBGene00013984,Public name for WBGene00013984. History: N.A.
B0280.10,wago,pot-1,44.84,56.23,57.77,97.07,1.29,1.73,WAGO-1,B0280.10,WBGene00015105,Sequence name for WBGene00015105(pot-1). History: N.A.
Y48G1BM.7,wago,,66.32,82.55,85.37,141.08,1.29,1.71,WAGO-1,Y48G1BM.7,WBGene00021672,Public name for WBGene00021672. History: N.A.
ZK856.5,wago,,79.44,94.45,102.41,156.35,1.29,1.66,WAGO-1,ZK856.5,WBGene00014106,"Public name for WBGene00014106. History: Split into ZK856.18(WBGene00194912). History of WBGene00014106: Split into ""WBGene00194912"" on 2010-01-20"
Y73B3A.14,wago,fbxa-16,31.15,42.92,40.05,70.01,1.29,1.63,WAGO-1,Y73B3A.14,WBGene00022216,Sequence name for WBGene00022216(fbxa-16). History: N.A.
Y18D10A.7,wago,ptr-17,8.68,11.02,11.16,17.7,1.29,1.61,WAGO-1,Y18D10A.7,WBGene00004231,Sequence name for WBGene00004231(ptr-17). History: N.A.
WBTransposon00000036,wago,,72.63,87.01,93.82,124.22,1.29,1.43,WAGO-1,,,
WBTransposon00000043,wago,,74.4,88.21,95.61,123.79,1.29,1.4,WAGO-1,,,
Y57G11C.51,wago,,618.12,765.76,790.49,2000.66,1.28,2.61,WAGO-1,Y57G11C.51,WBGene00044258,Public name for WBGene00044258. History: N.A.
C07G3.8,wago,,56.04,77.28,71.94,187.05,1.28,2.42,WAGO-1,C07G3.8,WBGene00015576,"Public name for WBGene00015576. History: Split into C07G3.15(WBGene00269378). History of WBGene00015576: Split into ""WBGene00269378"" on 2016-02-18"
ZK262.8,wago,,716.4,888.88,915.4,1712.47,1.28,1.93,WAGO-1,ZK262.8,WBGene00013953,Public name for WBGene00013953. History: N.A.
Y51A2D.22,wago,,144.13,166.62,185.13,317.87,1.28,1.91,WAGO-1,Y51A2D.22,,Sequence name for Suppressed gene WBGene00044335. Molecular name for Suppressed gene WBGene00044335. Public name for Suppressed gene WBGene00044335. History of WBGene00044335: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y77E11A.10,wago,clp-6,144.38,161.65,184.86,278.13,1.28,1.72,WAGO-1,Y77E11A.10,WBGene00000546,"Sequence name for WBGene00000546(clp-6). History: Split into Y77E11A.23(WBGene00235267). History of WBGene00000546: Split into ""WBGene00235267"" on 2013-09-04"
Y73E7A.8,wago,,39.19,41.66,49.96,70.9,1.28,1.7,WAGO-1,Y73E7A.8,WBGene00022274,Public name for WBGene00022274. History: N.A.
F38E9.2,wago,nas-39,26.37,32.35,33.69,51.69,1.28,1.6,WAGO-1,F38E9.2,WBGene00003555,Sequence name for WBGene00003555(nas-39). History: N.A.
Y47A7.2,wago,,15.29,19.17,19.49,29.95,1.28,1.56,WAGO-1,Y47A7.2,WBGene00021614,Public name for WBGene00021614. History: N.A.
C48D1.6,wago,,67.06,79.87,85.95,121.9,1.28,1.53,WAGO-1,C48D1.6,,Sequence name for Suppressed gene WBGene00014709. Molecular name for Suppressed gene WBGene00014709. Public name for Suppressed gene WBGene00014709. History of WBGene00014709: Killed on 2010-02-09; Suppressed on 2013-04-19. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000032,wago,,74.66,88.73,95.52,130.59,1.28,1.47,WAGO-1,,,
WBTransposon00000020,wago,,75.03,87.88,95.72,125.32,1.28,1.43,WAGO-1,,,
Y71A12B.17,wago,gadr-5,801.79,933.13,1028.46,1323.29,1.28,1.42,WAGO-1,Y71A12B.17,WBGene00045058,Sequence name for WBGene00045058(gadr-5). History: N.A.
F17A2.3,wago,phf-32,29.14,32.61,37.19,45.61,1.28,1.4,WAGO-1,F17A2.3,WBGene00008902,"Sequence name for WBGene00008902(phf-32). History: Split into F17A2.16(WBGene00304215). History of WBGene00008902: Split into ""WBGene00304215"" on 2018-11-14"
R173.2,wago,,71.19,85.17,91.45,115.46,1.28,1.36,WAGO-1,R173.2,,Sequence name for Suppressed gene WBGene00020124. Molecular name for Suppressed gene WBGene00020124. Public name for Suppressed gene WBGene00020124. History of WBGene00020124: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000037,wago,,80.89,96.4,103.71,125.35,1.28,1.3,WAGO-1,,,
K05C4.4,wago,,55.46,82.82,70.19,198.5,1.27,2.4,WAGO-1,K05C4.4,WBGene00010581,Public name for WBGene00010581. History: N.A.
R03H10.6,wago,,16.95,20.74,21.52,48.01,1.27,2.31,WAGO-1,R03H10.6,WBGene00019858,Public name for WBGene00019858. History: N.A.
WBTransposon00000583,wago,,31.59,36.27,40.22,77.38,1.27,2.13,WAGO-1,,,
F15D4.6,wago,,101.49,122.39,128.7,248.66,1.27,2.03,WAGO-1,F15D4.6,WBGene00008863,Public name for WBGene00008863. History: N.A.
T11F9.9,wago,col-157,72.1,77.45,91.47,149.95,1.27,1.94,WAGO-1,T11F9.9,WBGene00000730,Sequence name for WBGene00000730(col-157). History: N.A.
F56F11.3,wago,klf-1,254.29,315.85,324.12,590.96,1.27,1.87,WAGO-1,F56F11.3,WBGene00018990,Sequence name for WBGene00018990(klf-1). History: N.A.
Y20F4.4,wago,,663.76,800.39,842.33,1260.48,1.27,1.57,WAGO-1,Y20F4.4,WBGene00021239,Public name for WBGene00021239. History: N.A.
C31A11.8,wago,,66.98,78.85,84.89,119.25,1.27,1.51,WAGO-1,C31A11.8,,Sequence name for Suppressed gene WBGene00023435. Molecular name for Suppressed gene WBGene00023435. Public name for Suppressed gene WBGene00023435. History of WBGene00023435: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F35E8.3,wago,,66.98,78.85,84.89,119.25,1.27,1.51,WAGO-1,F35E8.3,,Sequence name for Suppressed gene WBGene00023437. Molecular name for Suppressed gene WBGene00023437. Public name for Suppressed gene WBGene00023437. History of WBGene00023437: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
B0213.1,wago,,66.98,78.85,84.89,119.25,1.27,1.51,WAGO-1,B0213.1,,Sequence name for Suppressed gene WBGene00015039. Molecular name for Suppressed gene WBGene00015039. Public name for Suppressed gene WBGene00015039. History of WBGene00015039: Killed on 2004-06-22; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F18C5.7,wago,,66.93,78.8,84.84,119.1,1.27,1.51,WAGO-1,F18C5.7,,Sequence name for Suppressed gene WBGene00017561. Molecular name for Suppressed gene WBGene00017561. Public name for Suppressed gene WBGene00017561. History of WBGene00017561: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C28F5.5,wago,,64.72,76.81,82.38,114.83,1.27,1.5,WAGO-1,C28F5.5,,Sequence name for Suppressed gene WBGene00016186. Molecular name for Suppressed gene WBGene00016186. Public name for Suppressed gene WBGene00016186. History of WBGene00016186: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000038,wago,,72.9,85.73,92.79,128.0,1.27,1.49,WAGO-1,,,
WBTransposon00000018,wago,,74.11,87.05,93.91,128.33,1.27,1.47,WAGO-1,,,
WBTransposon00000016,wago,,74.21,87.42,94.5,128.34,1.27,1.47,WAGO-1,,,
C31A11.7,wago,oac-7,74.76,88.47,95.0,129.48,1.27,1.46,WAGO-1,C31A11.7,WBGene00007835,Sequence name for WBGene00007835(oac-7). History: N.A.
WBTransposon00000040,wago,,73.66,86.74,93.23,126.86,1.27,1.46,WAGO-1,,,
T07D3.8,wago,,70.01,81.26,88.79,118.57,1.27,1.46,WAGO-1,T07D3.8,,Sequence name for Suppressed gene WBGene00020310. Molecular name for Suppressed gene WBGene00020310. Public name for Suppressed gene WBGene00020310. History of WBGene00020310: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000039,wago,,74.52,87.66,94.36,127.9,1.27,1.46,WAGO-1,,,
Y39F10A.4,wago,,69.11,80.45,87.93,117.36,1.27,1.46,WAGO-1,Y39F10A.4,,Sequence name for Suppressed gene WBGene00021455. Molecular name for Suppressed gene WBGene00021455. Public name for Suppressed gene WBGene00021455. History of WBGene00021455: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000013,wago,,74.58,87.72,94.46,127.94,1.27,1.46,WAGO-1,,,
WBTransposon00000014,wago,,74.58,87.72,94.46,127.94,1.27,1.46,WAGO-1,,,
WBTransposon00000015,wago,,74.58,87.72,94.46,127.94,1.27,1.46,WAGO-1,,,
Y94A7B.3,wago,srh-291,73.95,87.17,93.96,126.75,1.27,1.45,WAGO-1,Y94A7B.3,WBGene00005495,Sequence name for WBGene00005495(srh-291). History: N.A.
WBTransposon00000019,wago,,73.92,86.95,93.57,126.01,1.27,1.45,WAGO-1,,,
WBTransposon00000024,wago,,74.35,87.75,94.78,126.97,1.27,1.45,WAGO-1,,,
T05A1.5,wago,,187.24,226.34,237.07,326.61,1.27,1.44,WAGO-1,T05A1.5,WBGene00011456,Public name for WBGene00011456. History: N.A.
WBTransposon00000035,wago,,77.61,90.14,98.36,127.26,1.27,1.41,WAGO-1,,,
WBTransposon00000023,wago,,76.72,89.34,97.53,126.06,1.27,1.41,WAGO-1,,,
B0391.5,wago,fbxa-153,13.51,17.09,17.21,23.47,1.27,1.37,WAGO-1,B0391.5,WBGene00007162,Sequence name for WBGene00007162(fbxa-153). History: N.A.
F42A9.8,wago,,12.79,16.86,16.07,38.88,1.26,2.31,WAGO-1,F42A9.8,WBGene00018337,Public name for WBGene00018337. History: N.A.
Y61A9LA.3,wago,,176.62,208.34,222.41,449.02,1.26,2.16,WAGO-1,Y61A9LA.3,WBGene00022015,Public name for WBGene00022015. History: N.A.
W08F4.12,wago,,533.32,650.28,674.24,1394.84,1.26,2.14,WAGO-1,W08F4.12,WBGene00021101,Public name for WBGene00021101. History: N.A.
